20284594358,大蒜🧄昨天下单今天就收到了，5斤大蒜又干净又整洁。非常满意！足斤足两，没有坏的。在京东商城购物就是舒心和放心。谢谢快递小哥辛苦啦！,5,j***9,北京,2023-12-23 20:08:27
20228492272,已经收到了产自河南的大蒜了，这款产自河南的大蒜个头比较大，蒜瓣也大，质量不错，快递比较快，没有坏的，吃完了还会再来购买的。,5,j***q,广东,2023-12-09 18:10:22
19916837086,大蒜非常好，跟我预想的一样不错，都很美好，而且重量也是一样的有5斤哦，而且颜色也很好看，看起来非常的不错呀，我很开心能买一袋的购物，,5,小***耶,贵州,2023-10-05 10:31:27
20178243241,今天收到快递，打开一看很满意，价格便宜，大蒜干的。在我们这里打算最便宜也要8块一斤，而且还不怎么好看。京东的商品质量确实不错。点个赞！,5,杨***6,广东,2023-11-24 18:06:27
20160431197,河南新干蒜个大均匀，蒜香浓郁，脆爽多汁。新干蒜做的蘸料，满屋飘香，连小朋友都喜欢吃。烧鱼炖肉炒莱蒜添香，无蒜不欢。感谢商家发货快捷并提供的物美价廉的新干蒜。,5,1***p,江苏,2023-11-19 21:30:10
20159299288,这个蒜很好呦，干干的，个头也均匀，都很好的，价格便宜，可以吃很长时间了，我一部分掰开方便储存，一部分用绳子挂到通风的地方，不容易烂，烧肉和鱼的时候必需品，凉拌菜的灵魂伴侣，谢谢农夫辛勤付出，感恩！,5,j***k,浙江,2023-11-19 17:09:38
20139157492,收到货了，物流非常快，大蒜个头大，经常购买，价格合理，买东西选京东。质量有保障，物美价廉，还会回购的，售后服务态好，物有所值,5,j***r,河北,2023-11-14 22:21:35
20002118997,非常好的产品，一箱子有五斤，可以用很久了，也不用在另外弄干，到货已经是干燥度非常好了，比我们这边菜市场买的划算多了，以后还是网购吧,5,杨***贝,上海,2023-10-25 11:08:13
19980858773,第一次在这家购买大蒜头，性价比很高，好了三十元买了五斤，必须好评。价格实惠，个头大，皮很容易就剥落，吃饺子蘸蒜泥选这款蒜头最合适了！个人推荐给大家，赞赞赞。一次买五斤蒜头，自然储存就好，不容易变质，够一家人吃一个月的了。下次再买这个蒜头。,5,j***b,山东,2023-10-18 19:03:38
19977716048,极兔快递一流，包装整洁干净，宝贝质量很好，商家值得推荐，商家值得信赖，打算值得购买，以后还会继续购买，商家值得拥有，店家值得信赖。,5,小***栗,陕西,2023-10-17 18:57:28
20298730949,真是一分价格一分货 好多坏的,2,j***y,北京,2023-12-27 17:49:46
20295211044,差评差评差评,5,j***s,河南,2023-12-26 17:43:59
20294471936,此用户未填写评价内容,1,j***b,江苏,2023-12-26 14:19:40
20294385707,确实有坏的,2,一***_,重庆,2023-12-26 13:54:18
20291687668,这是一个不符合食品标准的大蒜，我要把它扔掉。主要是这个蒜的颜色和口感怪怪的。像煮熟一样的颜色，没有大蒜味。我是相信京东才在这买的，结果令人失望。请看见评论的顾客，慎重购买，身体是自己的。,1,u***5,广东,2023-12-25 18:05:11
20290849415,足斤足两，蒜头挺大，质量不错！,5,u***k,广东,2023-12-25 14:19:40
20288030857,全部坏了，非常不满意。,5,j***i,河南,2023-12-24 18:22:50
20287898544,这是什么河南产品，分明是给河南人脸上抹光，大蒜子小而没有蒜味，里面还有发霉的！,1,u***k,湖南,2023-12-24 17:48:25
20287793528,不能在你家买东西，提问也不回，商家不负责任，我拍的6公分给发4公分的货，商家欺骗买家，请大家看到不能再下单了,5,j***p,陕西,2023-12-24 17:23:55
20286720364,好,5,k***t,陕西,2023-12-24 12:33:26
20286479857,假如还大一点就完美了,5,s***z,广东,2023-12-24 11:31:19
20285282486,此用户未填写评价内容,1,j***4,广东,2023-12-23 23:08:56
20284804325,大蒜头很多的都是软的,5,梓***3,福建,2023-12-23 20:59:01
20283621156,30%是烂蒜。,5,j***i,四川,2023-12-23 16:14:58
20282836038,蒜水份太大，个头是不小，好多坏的，买回来那天就有坏的，现在在看更多，要是干不会坏这么快，这么多,5,什***的,北京,2023-12-23 12:42:46
20279665155,价廉物美,5,j***2,海南,2023-12-22 15:23:29
20276951005,很多坏果，商家还不理人，还不管这个事儿，都是骗人的商家,1,j***5,四川,2023-12-21 20:15:07
20276863147,质量不行,5,j***y,江苏,2023-12-21 19:56:36
20274226892,非常差，都软了，坏果也有。根本就不干,1,冷***3,山东,2023-12-21 08:24:39
20273510749,还行。但不能买多，容易坏掉,5,兰***朵,湖北,2023-12-20 21:36:01
19952822159,"包装完整无缺！
买了好几次了的，基本没有坏的，大小均匀，蒜味十足，外壳干燥，算不错的了，性价比也高。
物流快递还是非常的快！",5,天***了,四川,2023-10-09 19:01:53
19865775176,这是第一次在网上买这么多多蒜🧄购买体验不错，个头不小，而且还很完整，到手后为了方便储存，我都掰开了，价格也合适，以后就准备买这个蒜🧄了，值得推荐,5,j***s,北京,2023-09-29 15:06:52
20174019143,这次买的大蒜收到货了，挺不错的，大个大的大蒜头，各个都挺好的，家里人喜欢吃，做饭吃几颗，吃吃再评价一下吧。河南老家的大蒜头。,5,d***e,广东,2023-11-23 14:29:28
20134931133,东西看起来不错，外面皮皮真的是紫色的，和卖家描述的差不多呢&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;味道也是正常的大蒜味道，其二里面打开也是白色的内心，物流正常,5,j***修,辽宁,2023-11-14 09:12:55
19987190619,大蒜选的是大颗粒的，香味不错，干燥，没有烂果，内外包装完好，份量有的。大蒜常常在京东买，选过山东，云南，这次是河南的。总体感觉不错。,5,2***9,浙江,2023-10-20 19:10:24
19946817374,紫皮大蒜，个头不是很大，但的确是新干蒜。味道跟其他大蒜头差不多。量足，5斤蒜，用了快两个月，还有大部分在，也未变坏，看上去还很新鲜。,5,j***v,海外,2023-10-08 16:09:36
19993279178,大蒜收到，大小还可以，就是蒜的秆太长了，物流速度快，我比较相信京东，我经常在京东购物，有问题了给你处理比较及时，到你满意。,4,j***o,山东,2023-10-22 19:44:00
